cycle_1_lane	cycle_2_lane	cycle_3_lane	fraction_of_000	fraction_of_001	fraction_of_010	fraction_of_011	fraction_of_100	fraction_of_101	fraction_of_110	fraction_of_111
15	1	11	0.0171	0.0552	0.0434	0.1404	0.0496	0.1604	0.1261	0.4079
15	1	12	0.0278	0.0445	0.0707	0.1130	0.0808	0.1292	0.2055	0.3285
15	1	13	0.0116	0.0607	0.0295	0.1542	0.0337	0.1763	0.0857	0.4482
15	1	14	0.0213	0.0510	0.0540	0.1297	0.0618	0.1483	0.1570	0.3769
15	1	15	0.0143	0.0580	0.0364	0.1474	0.0416	0.1685	0.1057	0.4283
15	1	16	0.0200	0.0523	0.0508	0.1330	0.0580	0.1520	0.1476	0.3864
15	1	17	0.0179	0.0544	0.0454	0.1383	0.0519	0.1581	0.1319	0.4020
15	1	18	0.0191	0.0532	0.0485	0.1352	0.0555	0.1545	0.1411	0.3929
15	1	19	0.0346	0.0377	0.0879	0.0958	0.1005	0.1095	0.2555	0.2785
15	1	20	0.0217	0.0506	0.0551	0.1287	0.0629	0.1471	0.1600	0.3740
15	2	1	0.0241	0.0739	0.0389	0.1191	0.0701	0.2147	0.1131	0.3462
15	2	2	0.0389	0.0591	0.0627	0.0953	0.1131	0.1717	0.1823	0.2769
15	2	3	0.0242	0.0737	0.0391	0.1189	0.0705	0.2143	0.1136	0.3456
15	2	4	0.0211	0.0769	0.0340	0.1240	0.0613	0.2235	0.0988	0.3604
15	2	5	0.0206	0.0774	0.0332	0.1248	0.0598	0.2250	0.0964	0.3628
15	2	6	0.0131	0.0849	0.0211	0.1369	0.0380	0.2468	0.0613	0.3980
15	2	7	0.0293	0.0687	0.0472	0.1108	0.0850	0.1997	0.1371	0.3221
15	2	8	0.0263	0.0716	0.0425	0.1155	0.0766	0.2082	0.1235	0.3358
15	2	9	0.0263	0.0717	0.0424	0.1156	0.0765	0.2083	0.1233	0.3359
15	2	10	0.0202	0.0778	0.0326	0.1254	0.0588	0.2260	0.0948	0.3644
15	2	11	0.0231	0.0749	0.0373	0.1207	0.0672	0.2175	0.1084	0.3508
15	2	12	0.0377	0.0603	0.0608	0.0972	0.1096	0.1752	0.1767	0.2825
15	2	13	0.0157	0.0823	0.0254	0.1326	0.0457	0.2390	0.0737	0.3855
15	2	14	0.0288	0.0692	0.0465	0.1115	0.0838	0.2010	0.1351	0.3242
15	2	15	0.0194	0.0786	0.0313	0.1267	0.0564	0.2284	0.0909	0.3683
15	2	16	0.0271	0.0709	0.0437	0.1143	0.0787	0.2061	0.1269	0.3323
15	2	17	0.0242	0.0738	0.0390	0.1190	0.0704	0.2144	0.1135	0.3458
15	2	18	0.0259	0.0721	0.0417	0.1163	0.0752	0.2095	0.1213	0.3379
15	2	19	0.0469	0.0511	0.0756	0.0824	0.1363	0.1485	0.2197	0.2395
15	2	20	0.0294	0.0686	0.0473	0.1107	0.0853	0.1994	0.1376	0.3216
15	3	1	0.0182	0.0556	0.0449	0.1374	0.0528	0.1616	0.1304	0.3992
15	3	2	0.0293	0.0445	0.0724	0.1099	0.0851	0.1293	0.2103	0.3193
15	3	3	0.0183	0.0555	0.0451	0.1371	0.0530	0.1613	0.1311	0.3986
15	3	4	0.0159	0.0579	0.0392	0.1430	0.0461	0.1683	0.1139	0.4157
15	3	5	0.0155	0.0583	0.0383	0.1440	0.0450	0.1694	0.1112	0.4185
15	3	6	0.0098	0.0639	0.0243	0.1579	0.0286	0.1858	0.0707	0.4590
15	3	7	0.0220	0.0517	0.0544	0.1278	0.0640	0.1503	0.1582	0.3715
15	3	8	0.0198	0.0539	0.0490	0.1332	0.0576	0.1567	0.1424	0.3873
15	3	9	0.0198	0.0540	0.0489	0.1333	0.0576	0.1568	0.1422	0.3874
15	3	10	0.0152	0.0585	0.0376	0.1446	0.0442	0.1701	0.1093	0.4203
15	3	11	0.0174	0.0563	0.0430	0.1392	0.0506	0.1638	0.1250	0.4046
15	3	12	0.0284	0.0454	0.0701	0.1121	0.0825	0.1319	0.2038	0.3258
15	3	13	0.0118	0.0619	0.0293	0.1530	0.0344	0.1799	0.0850	0.4446
15	3	14	0.0217	0.0521	0.0536	0.1286	0.0630	0.1513	0.1558	0.3739
15	3	15	0.0146	0.0592	0.0361	0.1462	0.0424	0.1719	0.1048	0.4248
15	3	16	0.0204	0.0534	0.0504	0.1319	0.0592	0.1551	0.1464	0.3833
15	3	17	0.0182	0.0555	0.0450	0.1372	0.0530	0.1614	0.1309	0.3988
15	3	18	0.0195	0.0543	0.0481	0.1341	0.0566	0.1577	0.1399	0.3897
15	3	19	0.0353	0.0385	0.0872	0.0950	0.1026	0.1118	0.2534	0.2762
15	3	20	0.0221	0.0517	0.0546	0.1276	0.0642	0.1501	0.1587	0.3709
15	4	1	0.0145	0.0442	0.0486	0.1487	0.0420	0.1286	0.1412	0.4322
15	4	2	0.0233	0.0354	0.0783	0.1190	0.0677	0.1028	0.2277	0.3458
15	4	3	0.0145	0.0442	0.0488	0.1485	0.0422	0.1284	0.1419	0.4315
15	4	4	0.0126	0.0461	0.0424	0.1549	0.0367	0.1339	0.1234	0.4501
15	4	5	0.0123	0.0464	0.0414	0.1559	0.0358	0.1348	0.1204	0.4531
15	4	6	0.0078	0.0509	0.0263	0.1710	0.0228	0.1478	0.0765	0.4969
15	4	7	0.0175	0.0412	0.0589	0.1384	0.0509	0.1196	0.1713	0.4022
15	4	8	0.0158	0.0429	0.0530	0.1443	0.0459	0.1247	0.1542	0.4193
15	4	9	0.0158	0.0429	0.0530	0.1443	0.0458	0.1248	0.1540	0.4195
15	4	10	0.0121	0.0466	0.0407	0.1566	0.0352	0.1354	0.1184	0.4551
15	4	11	0.0139	0.0448	0.0466	0.1507	0.0403	0.1303	0.1354	0.4381
15	4	12	0.0226	0.0361	0.0759	0.1214	0.0656	0.1049	0.2207	0.3528
15	4	13	0.0094	0.0493	0.0317	0.1656	0.0274	0.1432	0.0921	0.4814
15	4	14	0.0173	0.0414	0.0580	0.1393	0.0502	0.1204	0.1687	0.4048
15	4	15	0.0116	0.0471	0.0390	0.1583	0.0338	0.1368	0.1135	0.4600
15	4	16	0.0162	0.0425	0.0545	0.1428	0.0471	0.1234	0.1585	0.4150
15	4	17	0.0145	0.0442	0.0487	0.1486	0.0421	0.1284	0.1417	0.4318
15	4	18	0.0155	0.0432	0.0521	0.1452	0.0451	0.1255	0.1515	0.4219
15	4	19	0.0281	0.0306	0.0944	0.1029	0.0816	0.0889	0.2744	0.2990
15	4	20	0.0176	0.0411	0.0591	0.1382	0.0511	0.1195	0.1718	0.4016
15	5	1	0.0104	0.0320	0.0526	0.1610	0.0304	0.0930	0.1528	0.4679
15	5	2	0.0168	0.0256	0.0848	0.1288	0.0490	0.0744	0.2464	0.3742
15	5	3	0.0105	0.0319	0.0528	0.1607	0.0305	0.0928	0.1536	0.4671
15	5	4	0.0091	0.0333	0.0459	0.1676	0.0265	0.0968	0.1335	0.4872
15	5	5	0.0089	0.0335	0.0448	0.1687	0.0259	0.0974	0.1303	0.4904
15	5	6	0.0057	0.0368	0.0285	0.1851	0.0165	0.1069	0.0828	0.5379
15	5	7	0.0127	0.0298	0.0638	0.1498	0.0368	0.0865	0.1854	0.4353
15	5	8	0.0114	0.0310	0.0574	0.1562	0.0332	0.0902	0.1669	0.4538
15	5	9	0.0114	0.0310	0.0573	0.1562	0.0331	0.0902	0.1667	0.4540
15	5	10	0.0088	0.0337	0.0441	0.1695	0.0255	0.0979	0.1281	0.4926
15	5	11	0.0100	0.0324	0.0504	0.1631	0.0291	0.0942	0.1465	0.4741
15	5	12	0.0163	0.0261	0.0822	0.1314	0.0475	0.0759	0.2388	0.3818
15	5	13	0.0068	0.0356	0.0343	0.1793	0.0198	0.1035	0.0997	0.5210
15	5	14	0.0125	0.0300	0.0628	0.1508	0.0363	0.0871	0.1825	0.4381
15	5	15	0.0084	0.0340	0.0423	0.1713	0.0244	0.0989	0.1228	0.4978
15	5	16	0.0117	0.0307	0.0590	0.1545	0.0341	0.0892	0.1715	0.4492
15	5	17	0.0105	0.0319	0.0528	0.1608	0.0305	0.0929	0.1534	0.4673
15	5	18	0.0112	0.0312	0.0564	0.1571	0.0326	0.0907	0.1640	0.4567
15	5	19	0.0203	0.0221	0.1022	0.1114	0.0590	0.0643	0.2970	0.3237
15	5	20	0.0127	0.0297	0.0640	0.1496	0.0369	0.0864	0.1860	0.4347
15	6	1	0.0166	0.0509	0.0464	0.1421	0.0483	0.1480	0.1349	0.4129
15	6	2	0.0268	0.0407	0.0748	0.1136	0.0779	0.1184	0.2175	0.3302
15	6	3	0.0167	0.0508	0.0466	0.1418	0.0486	0.1477	0.1355	0.4122
15	6	4	0.0145	0.0530	0.0405	0.1479	0.0422	0.1541	0.1178	0.4299
15	6	5	0.0142	0.0534	0.0396	0.1489	0.0412	0.1551	0.1150	0.4327
15	6	6	0.0090	0.0585	0.0251	0.1633	0.0262	0.1701	0.0731	0.4746
15	6	7	0.0202	0.0474	0.0563	0.1322	0.0586	0.1377	0.1636	0.3841
15	6	8	0.0182	0.0494	0.0507	0.1378	0.0528	0.1435	0.1472	0.4005
15	6	9	0.0181	0.0494	0.0506	0.1379	0.0527	0.1436	0.1471	0.4006
15	6	10	0.0139	0.0536	0.0389	0.1496	0.0405	0.1558	0.1131	0.4347
15	6	11	0.0159	0.0516	0.0445	0.1440	0.0463	0.1499	0.1293	0.4184
15	6	12	0.0260	0.0416	0.0725	0.1159	0.0755	0.1208	0.2108	0.3370
15	6	13	0.0108	0.0567	0.0303	0.1582	0.0315	0.1648	0.0879	0.4598
15	6	14	0.0199	0.0477	0.0554	0.1330	0.0577	0.1386	0.1611	0.3866
15	6	15	0.0134	0.0542	0.0373	0.1512	0.0388	0.1574	0.1084	0.4393
15	6	16	0.0187	0.0489	0.0521	0.1364	0.0542	0.1420	0.1514	0.3964
15	6	17	0.0167	0.0509	0.0466	0.1419	0.0485	0.1478	0.1353	0.4124
15	6	18	0.0178	0.0497	0.0498	0.1387	0.0519	0.1444	0.1447	0.4030
15	6	19	0.0323	0.0352	0.0902	0.0983	0.0939	0.1024	0.2621	0.2856
15	6	20	0.0202	0.0473	0.0565	0.1320	0.0588	0.1375	0.1641	0.3836
15	7	1	0.0132	0.0405	0.0498	0.1525	0.0384	0.1176	0.1448	0.4432
15	7	2	0.0213	0.0324	0.0803	0.1220	0.0619	0.0941	0.2335	0.3545
15	7	3	0.0133	0.0404	0.0501	0.1523	0.0386	0.1174	0.1455	0.4425
15	7	4	0.0115	0.0421	0.0435	0.1588	0.0336	0.1224	0.1265	0.4615
15	7	5	0.0113	0.0424	0.0425	0.1599	0.0327	0.1233	0.1234	0.4646
15	7	6	0.0072	0.0465	0.0270	0.1753	0.0208	0.1352	0.0784	0.5096
15	7	7	0.0160	0.0376	0.0604	0.1419	0.0466	0.1094	0.1756	0.4124
15	7	8	0.0144	0.0392	0.0544	0.1479	0.0419	0.1141	0.1581	0.4299
15	7	9	0.0144	0.0393	0.0543	0.1480	0.0419	0.1141	0.1579	0.4301
15	7	10	0.0111	0.0426	0.0418	0.1606	0.0322	0.1238	0.1214	0.4666
15	7	11	0.0127	0.0410	0.0478	0.1546	0.0368	0.1192	0.1388	0.4492
15	7	12	0.0207	0.0330	0.0779	0.1245	0.0600	0.0960	0.2263	0.3617
15	7	13	0.0086	0.0451	0.0325	0.1698	0.0250	0.1310	0.0944	0.4936
15	7	14	0.0158	0.0379	0.0595	0.1428	0.0459	0.1101	0.1729	0.4151
15	7	15	0.0106	0.0431	0.0400	0.1623	0.0309	0.1251	0.1164	0.4716
15	7	16	0.0148	0.0388	0.0559	0.1464	0.0431	0.1129	0.1625	0.4255
15	7	17	0.0133	0.0404	0.0500	0.1523	0.0385	0.1175	0.1453	0.4427
15	7	18	0.0142	0.0395	0.0535	0.1489	0.0412	0.1148	0.1554	0.4326
15	7	19	0.0257	0.0280	0.0968	0.1055	0.0746	0.0814	0.2814	0.3066
15	7	20	0.0161	0.0376	0.0606	0.1417	0.0467	0.1093	0.1762	0.4118
15	8	1	0.0101	0.0309	0.0529	0.1620	0.0294	0.0899	0.1538	0.4709
15	8	2	0.0163	0.0247	0.0854	0.1296	0.0473	0.0719	0.2481	0.3767
15	8	3	0.0102	0.0309	0.0532	0.1618	0.0295	0.0897	0.1546	0.4702
15	8	4	0.0088	0.0322	0.0462	0.1687	0.0257	0.0936	0.1344	0.4904
15	8	5	0.0086	0.0324	0.0451	0.1698	0.0250	0.0942	0.1311	0.4936
15	8	6	0.0055	0.0356	0.0287	0.1863	0.0159	0.1033	0.0833	0.5414
15	8	7	0.0123	0.0288	0.0642	0.1508	0.0356	0.0836	0.1866	0.4382
15	8	8	0.0110	0.0300	0.0578	0.1572	0.0321	0.0872	0.1679	0.4568
15	8	9	0.0110	0.0300	0.0577	0.1572	0.0320	0.0872	0.1678	0.4570
15	8	10	0.0085	0.0326	0.0444	0.1706	0.0246	0.0946	0.1290	0.4958
15	8	11	0.0097	0.0313	0.0508	0.1642	0.0282	0.0911	0.1475	0.4772
15	8	12	0.0158	0.0252	0.0827	0.1322	0.0459	0.0734	0.2404	0.3843
15	8	13	0.0066	0.0344	0.0345	0.1805	0.0191	0.1001	0.1003	0.5244
15	8	14	0.0121	0.0290	0.0632	0.1517	0.0351	0.0842	0.1837	0.4410
15	8	15	0.0081	0.0329	0.0425	0.1724	0.0236	0.0956	0.1236	0.5011
15	8	16	0.0113	0.0297	0.0594	0.1556	0.0330	0.0863	0.1726	0.4521
15	8	17	0.0101	0.0309	0.0531	0.1619	0.0295	0.0898	0.1544	0.4704
15	8	18	0.0108	0.0302	0.0568	0.1582	0.0315	0.0877	0.1651	0.4597
15	8	19	0.0196	0.0214	0.1029	0.1121	0.0571	0.0622	0.2990	0.3258
15	8	20	0.0123	0.0287	0.0644	0.1506	0.0357	0.0835	0.1872	0.4376
15	9	1	0.0323	0.0990	0.0307	0.0940	0.0940	0.2877	0.0892	0.2731
15	9	2	0.0521	0.0792	0.0495	0.0752	0.1515	0.2301	0.1439	0.2185
15	9	3	0.0325	0.0988	0.0308	0.0938	0.0944	0.2872	0.0897	0.2727
15	9	4	0.0282	0.1031	0.0268	0.0979	0.0821	0.2996	0.0779	0.2844
15	9	5	0.0276	0.1038	0.0262	0.0985	0.0801	0.3015	0.0761	0.2863
15	9	6	0.0175	0.1138	0.0166	0.1080	0.0509	0.3307	0.0483	0.3140
15	9	7	0.0392	0.0921	0.0372	0.0874	0.1140	0.2677	0.1082	0.2541
15	9	8	0.0353	0.0960	0.0335	0.0912	0.1026	0.2791	0.0974	0.2649
15	9	9	0.0353	0.0961	0.0335	0.0912	0.1025	0.2792	0.0973	0.2650
15	9	10	0.0271	0.1042	0.0257	0.0989	0.0788	0.3029	0.0748	0.2875
15	9	11	0.0310	0.1003	0.0294	0.0952	0.0901	0.2916	0.0855	0.2768
15	9	12	0.0505	0.0808	0.0480	0.0767	0.1469	0.2348	0.1394	0.2229
15	9	13	0.0211	0.1102	0.0200	0.1047	0.0613	0.3204	0.0582	0.3042
15	9	14	0.0386	0.0927	0.0367	0.0880	0.1122	0.2694	0.1066	0.2558
15	9	15	0.0260	0.1053	0.0247	0.1000	0.0755	0.3061	0.0717	0.2906
15	9	16	0.0363	0.0950	0.0345	0.0902	0.1055	0.2762	0.1001	0.2622
15	9	17	0.0324	0.0989	0.0308	0.0939	0.0943	0.2874	0.0895	0.2728
15	9	18	0.0347	0.0966	0.0329	0.0917	0.1008	0.2808	0.0957	0.2666
15	9	19	0.0628	0.0685	0.0597	0.0650	0.1826	0.1990	0.1734	0.1890
15	9	20	0.0393	0.0920	0.0374	0.0873	0.1144	0.2673	0.1086	0.2538
15	10	1	0.0182	0.0559	0.0448	0.1371	0.0530	0.1623	0.1302	0.3985
15	10	2	0.0294	0.0447	0.0722	0.1097	0.0855	0.1299	0.2099	0.3187
15	10	3	0.0183	0.0558	0.0450	0.1369	0.0533	0.1621	0.1308	0.3978
15	10	4	0.0159	0.0582	0.0391	0.1428	0.0463	0.1690	0.1137	0.4149
15	10	5	0.0156	0.0585	0.0382	0.1437	0.0452	0.1702	0.1110	0.4177
15	10	6	0.0099	0.0642	0.0243	0.1576	0.0287	0.1866	0.0705	0.4581
15	10	7	0.0221	0.0520	0.0543	0.1276	0.0643	0.1511	0.1579	0.3708
15	10	8	0.0199	0.0542	0.0489	0.1330	0.0579	0.1575	0.1421	0.3865
15	10	9	0.0199	0.0542	0.0488	0.1331	0.0578	0.1575	0.1419	0.3867
15	10	10	0.0153	0.0588	0.0375	0.1443	0.0445	0.1709	0.1091	0.4195
15	10	11	0.0175	0.0566	0.0429	0.1389	0.0508	0.1645	0.1248	0.4038
15	10	12	0.0285	0.0456	0.0700	0.1119	0.0829	0.1325	0.2034	0.3252
15	10	13	0.0119	0.0622	0.0292	0.1527	0.0346	0.1808	0.0849	0.4438
15	10	14	0.0218	0.0523	0.0535	0.1284	0.0633	0.1520	0.1555	0.3732
15	10	15	0.0147	0.0594	0.0360	0.1459	0.0426	0.1727	0.1046	0.4240
15	10	16	0.0205	0.0536	0.0503	0.1316	0.0595	0.1559	0.1461	0.3825
15	10	17	0.0183	0.0558	0.0449	0.1370	0.0532	0.1622	0.1306	0.3980
15	10	18	0.0196	0.0545	0.0481	0.1338	0.0569	0.1585	0.1397	0.3890
15	10	19	0.0355	0.0386	0.0870	0.0949	0.1031	0.1123	0.2530	0.2757
15	10	20	0.0222	0.0519	0.0545	0.1274	0.0645	0.1508	0.1584	0.3702
15	11	1	0.0210	0.0642	0.0421	0.1287	0.0610	0.1867	0.1222	0.3741
15	11	2	0.0338	0.0514	0.0678	0.1030	0.0983	0.1493	0.1971	0.2993
15	11	3	0.0211	0.0641	0.0423	0.1285	0.0613	0.1864	0.1228	0.3735
15	11	4	0.0183	0.0669	0.0367	0.1340	0.0533	0.1944	0.1068	0.3896
15	11	5	0.0179	0.0673	0.0359	0.1349	0.0520	0.1957	0.1042	0.3922
15	11	6	0.0114	0.0738	0.0228	0.1480	0.0330	0.2146	0.0662	0.4301
15	11	7	0.0254	0.0598	0.0510	0.1198	0.0740	0.1737	0.1482	0.3481
15	11	8	0.0229	0.0623	0.0459	0.1249	0.0666	0.1811	0.1334	0.3629
15	11	9	0.0229	0.0623	0.0459	0.1249	0.0665	0.1812	0.1333	0.3631
15	11	10	0.0176	0.0676	0.0353	0.1355	0.0511	0.1965	0.1025	0.3939
15	11	11	0.0201	0.0651	0.0403	0.1305	0.0585	0.1892	0.1172	0.3792
15	11	12	0.0328	0.0524	0.0657	0.1051	0.0953	0.1524	0.1910	0.3054
15	11	13	0.0137	0.0715	0.0274	0.1434	0.0398	0.2079	0.0797	0.4167
15	11	14	0.0251	0.0602	0.0502	0.1206	0.0728	0.1748	0.1460	0.3504
15	11	15	0.0169	0.0683	0.0338	0.1370	0.0490	0.1986	0.0982	0.3981
15	11	16	0.0235	0.0617	0.0472	0.1236	0.0684	0.1792	0.1372	0.3592
15	11	17	0.0211	0.0642	0.0422	0.1286	0.0612	0.1865	0.1226	0.3737
15	11	18	0.0225	0.0627	0.0451	0.1257	0.0654	0.1822	0.1311	0.3652
15	11	19	0.0408	0.0444	0.0817	0.0891	0.1185	0.1291	0.2375	0.2588
15	11	20	0.0255	0.0597	0.0512	0.1196	0.0742	0.1734	0.1487	0.3476
15	12	1	0.0139	0.0426	0.0491	0.1503	0.0405	0.1239	0.1427	0.4369
15	12	2	0.0225	0.0341	0.0792	0.1202	0.0653	0.0991	0.2301	0.3494
15	12	3	0.0140	0.0426	0.0493	0.1501	0.0407	0.1237	0.1434	0.4362
15	12	4	0.0122	0.0444	0.0429	0.1565	0.0354	0.1291	0.1247	0.4549
15	12	5	0.0119	0.0447	0.0419	0.1576	0.0345	0.1299	0.1217	0.4579
15	12	6	0.0075	0.0490	0.0266	0.1728	0.0219	0.1425	0.0773	0.5023
15	12	7	0.0169	0.0397	0.0596	0.1399	0.0491	0.1153	0.1731	0.4065
15	12	8	0.0152	0.0414	0.0536	0.1458	0.0442	0.1202	0.1558	0.4238
15	12	9	0.0152	0.0414	0.0535	0.1459	0.0442	0.1203	0.1556	0.4239
15	12	10	0.0117	0.0449	0.0412	0.1583	0.0339	0.1305	0.1196	0.4599
15	12	11	0.0134	0.0432	0.0471	0.1523	0.0388	0.1256	0.1368	0.4427
15	12	12	0.0218	0.0348	0.0767	0.1227	0.0633	0.1012	0.2230	0.3566
15	12	13	0.0091	0.0475	0.0320	0.1674	0.0264	0.1380	0.0931	0.4865
15	12	14	0.0166	0.0399	0.0587	0.1408	0.0484	0.1161	0.1705	0.4091
15	12	15	0.0112	0.0454	0.0395	0.1600	0.0325	0.1319	0.1147	0.4649
15	12	16	0.0156	0.0409	0.0551	0.1443	0.0454	0.1190	0.1602	0.4194
15	12	17	0.0140	0.0426	0.0493	0.1502	0.0406	0.1238	0.1432	0.4364
15	12	18	0.0149	0.0416	0.0527	0.1467	0.0434	0.1210	0.1531	0.4264
15	12	19	0.0271	0.0295	0.0954	0.1040	0.0787	0.0857	0.2773	0.3022
15	12	20	0.0170	0.0396	0.0598	0.1397	0.0493	0.1152	0.1737	0.4059
15	13	1	0.0159	0.0487	0.0471	0.1442	0.0463	0.1416	0.1369	0.4192
15	13	2	0.0257	0.0390	0.0760	0.1154	0.0746	0.1133	0.2208	0.3353
15	13	3	0.0160	0.0487	0.0473	0.1440	0.0465	0.1414	0.1376	0.4185
15	13	4	0.0139	0.0507	0.0412	0.1502	0.0404	0.1475	0.1196	0.4365
15	13	5	0.0136	0.0511	0.0402	0.1512	0.0394	0.1484	0.1167	0.4394
15	13	6	0.0086	0.0560	0.0255	0.1658	0.0251	0.1628	0.0742	0.4819
15	13	7	0.0193	0.0453	0.0571	0.1342	0.0561	0.1318	0.1661	0.3900
15	13	8	0.0174	0.0473	0.0514	0.1399	0.0505	0.1374	0.1495	0.4066
15	13	9	0.0174	0.0473	0.0514	0.1400	0.0504	0.1374	0.1493	0.4068
15	13	10	0.0133	0.0513	0.0395	0.1519	0.0388	0.1491	0.1148	0.4413
15	13	11	0.0153	0.0494	0.0452	0.1462	0.0444	0.1435	0.1313	0.4248
15	13	12	0.0249	0.0398	0.0736	0.1177	0.0723	0.1156	0.2140	0.3421
15	13	13	0.0104	0.0543	0.0307	0.1606	0.0302	0.1577	0.0893	0.4668
15	13	14	0.0190	0.0456	0.0563	0.1351	0.0553	0.1326	0.1636	0.3926
15	13	15	0.0128	0.0519	0.0379	0.1535	0.0372	0.1507	0.1101	0.4461
15	13	16	0.0179	0.0468	0.0529	0.1385	0.0519	0.1360	0.1537	0.4024
15	13	17	0.0160	0.0487	0.0473	0.1441	0.0464	0.1415	0.1374	0.4187
15	13	18	0.0171	0.0476	0.0506	0.1408	0.0496	0.1382	0.1469	0.4092
15	13	19	0.0309	0.0337	0.0916	0.0998	0.0899	0.0980	0.2661	0.2900
15	13	20	0.0194	0.0453	0.0573	0.1340	0.0563	0.1316	0.1666	0.3895
15	14	1	0.0146	0.0448	0.0484	0.1482	0.0425	0.1302	0.1407	0.4306
15	14	2	0.0236	0.0358	0.0780	0.1185	0.0686	0.1042	0.2268	0.3444
15	14	3	0.0147	0.0447	0.0486	0.1479	0.0427	0.1300	0.1413	0.4299
15	14	4	0.0128	0.0467	0.0423	0.1543	0.0372	0.1356	0.1229	0.4484
15	14	5	0.0125	0.0470	0.0413	0.1553	0.0363	0.1365	0.1199	0.4513
15	14	6	0.0079	0.0515	0.0262	0.1703	0.0230	0.1497	0.0762	0.4950
15	14	7	0.0178	0.0417	0.0587	0.1379	0.0516	0.1212	0.1706	0.4006
15	14	8	0.0160	0.0435	0.0528	0.1437	0.0464	0.1263	0.1536	0.4177
15	14	9	0.0160	0.0435	0.0528	0.1438	0.0464	0.1264	0.1534	0.4179
15	14	10	0.0123	0.0472	0.0406	0.1560	0.0357	0.1371	0.1179	0.4533
15	14	11	0.0140	0.0454	0.0464	0.1501	0.0408	0.1320	0.1349	0.4364
15	14	12	0.0229	0.0366	0.0756	0.1209	0.0665	0.1063	0.2198	0.3514
15	14	13	0.0095	0.0499	0.0316	0.1650	0.0277	0.1450	0.0917	0.4795
15	14	14	0.0175	0.0420	0.0578	0.1387	0.0508	0.1220	0.1680	0.4032
15	14	15	0.0118	0.0477	0.0389	0.1577	0.0342	0.1386	0.1131	0.4582
15	14	16	0.0164	0.0430	0.0543	0.1422	0.0477	0.1250	0.1579	0.4134
15	14	17	0.0147	0.0448	0.0486	0.1480	0.0427	0.1301	0.1411	0.4301
15	14	18	0.0157	0.0437	0.0519	0.1446	0.0456	0.1271	0.1509	0.4203
15	14	19	0.0284	0.0310	0.0941	0.1025	0.0827	0.0901	0.2733	0.2979
15	14	20	0.0178	0.0416	0.0589	0.1377	0.0518	0.1210	0.1712	0.4001
15	15	1	0.0153	0.0470	0.0477	0.1460	0.0446	0.1365	0.1386	0.4244
15	15	2	0.0247	0.0376	0.0769	0.1168	0.0719	0.1091	0.2235	0.3394
15	15	3	0.0154	0.0469	0.0479	0.1458	0.0448	0.1362	0.1393	0.4237
15	15	4	0.0134	0.0489	0.0417	0.1520	0.0389	0.1421	0.1211	0.4419
15	15	5	0.0131	0.0492	0.0407	0.1530	0.0380	0.1430	0.1182	0.4448
15	15	6	0.0083	0.0540	0.0258	0.1679	0.0241	0.1569	0.0751	0.4879
15	15	7	0.0186	0.0437	0.0578	0.1359	0.0541	0.1270	0.1681	0.3948
15	15	8	0.0167	0.0455	0.0521	0.1416	0.0487	0.1324	0.1513	0.4116
15	15	9	0.0167	0.0456	0.0520	0.1417	0.0486	0.1324	0.1512	0.4118
15	15	10	0.0129	0.0494	0.0400	0.1537	0.0374	0.1437	0.1162	0.4468
15	15	11	0.0147	0.0476	0.0457	0.1480	0.0427	0.1383	0.1329	0.4301
15	15	12	0.0240	0.0383	0.0745	0.1192	0.0697	0.1114	0.2166	0.3463
15	15	13	0.0100	0.0523	0.0311	0.1626	0.0291	0.1520	0.0904	0.4726
15	15	14	0.0183	0.0440	0.0570	0.1367	0.0532	0.1278	0.1656	0.3974
15	15	15	0.0123	0.0500	0.0383	0.1554	0.0358	0.1452	0.1114	0.4516
15	15	16	0.0172	0.0451	0.0535	0.1402	0.0500	0.1310	0.1556	0.4074
15	15	17	0.0154	0.0469	0.0479	0.1459	0.0447	0.1363	0.1391	0.4239
15	15	18	0.0165	0.0458	0.0512	0.1425	0.0478	0.1332	0.1487	0.4142
15	15	19	0.0298	0.0325	0.0927	0.1010	0.0866	0.0944	0.2694	0.2936
15	15	20	0.0187	0.0436	0.0580	0.1357	0.0542	0.1268	0.1687	0.3943
15	16	1	0.0110	0.0337	0.0520	0.1592	0.0320	0.0980	0.1512	0.4628
15	16	2	0.0178	0.0270	0.0839	0.1274	0.0516	0.0784	0.2438	0.3702
15	16	3	0.0111	0.0337	0.0523	0.1590	0.0322	0.0979	0.1519	0.4620
15	16	4	0.0096	0.0351	0.0454	0.1658	0.0280	0.1021	0.1321	0.4819
15	16	5	0.0094	0.0353	0.0443	0.1669	0.0273	0.1027	0.1289	0.4851
15	16	6	0.0060	0.0388	0.0282	0.1831	0.0173	0.1127	0.0819	0.5321
15	16	7	0.0134	0.0314	0.0631	0.1482	0.0388	0.0912	0.1834	0.4306
15	16	8	0.0120	0.0327	0.0568	0.1545	0.0350	0.0951	0.1650	0.4489
15	16	9	0.0120	0.0327	0.0567	0.1545	0.0349	0.0951	0.1649	0.4491
15	16	10	0.0092	0.0355	0.0436	0.1677	0.0268	0.1032	0.1267	0.4872
15	16	11	0.0106	0.0342	0.0499	0.1614	0.0307	0.0993	0.1450	0.4690
15	16	12	0.0172	0.0275	0.0813	0.1300	0.0500	0.0800	0.2363	0.3777
